,age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,deposit
7128,35,admin.,married,secondary,no,3854,yes,no,cellular,5,may,1,-1,0,unknown,no
10241,39,services,married,secondary,no,-971,yes,yes,unknown,28,may,2,-1,0,unknown,no
4228,53,admin.,divorced,unknown,no,257,no,no,cellular,11,jul,2,-1,0,unknown,yes
4115,73,retired,married,secondary,no,2850,no,no,cellular,17,nov,1,40,8,failure,yes
2882,64,management,married,unknown,no,2352,no,no,cellular,3,nov,4,183,7,success,yes
5391,47,unemployed,married,primary,no,0,no,no,unknown,18,jun,1,-1,0,unknown,no
747,60,retired,married,secondary,no,2722,no,no,cellular,12,aug,2,-1,0,unknown,yes
3883,55,unknown,married,secondary,no,2206,no,no,cellular,12,aug,1,91,5,success,yes
16,32,blue-collar,single,primary,no,611,yes,no,unknown,8,may,3,-1,0,unknown,yes
8162,26,blue-collar,single,secondary,no,277,no,no,unknown,14,may,2,-1,0,unknown,no
1415,26,self-employed,single,secondary,no,3676,no,no,cellular,7,apr,1,-1,0,unknown,yes
5749,41,technician,married,tertiary,no,13,no,no,unknown,5,jun,2,-1,0,unknown,no
6238,34,management,married,tertiary,no,3031,no,no,cellular,14,aug,6,-1,0,unknown,no
3298,42,management,married,tertiary,no,144,no,no,cellular,4,mar,1,87,4,failure,yes
1156,32,technician,single,tertiary,no,1246,yes,no,cellular,4,feb,2,-1,0,unknown,yes
2972,22,student,single,tertiary,no,691,no,no,cellular,30,nov,5,103,1,success,yes
7729,28,technician,single,secondary,no,6551,no,no,cellular,26,may,1,77,1,failure,no
11038,36,blue-collar,married,unknown,no,1023,yes,no,cellular,4,feb,2,-1,0,unknown,no
2692,40,admin.,married,secondary,no,4775,no,no,cellular,15,sep,1,-1,0,unknown,yes
10688,39,blue-collar,married,secondary,no,661,yes,no,cellular,3,feb,4,267,4,failure,no
120,30,technician,single,tertiary,no,1289,yes,no,unknown,21,may,2,-1,0,unknown,yes
9762,36,admin.,divorced,tertiary,no,125,yes,no,unknown,26,may,1,-1,0,unknown,no
5314,47,technician,single,secondary,no,736,no,no,cellular,29,jul,2,-1,0,unknown,no
3255,80,housemaid,married,primary,no,0,no,no,cellular,23,feb,1,189,1,failure,yes
7140,33,technician,single,tertiary,no,154,no,no,cellular,18,mar,2,-1,0,unknown,no
4175,54,management,divorced,tertiary,no,487,yes,no,unknown,21,may,4,-1,0,unknown,yes
7443,26,management,single,tertiary,no,800,yes,no,cellular,30,jan,2,-1,0,unknown,no
1973,34,admin.,married,primary,no,0,yes,yes,cellular,14,may,1,-1,0,unknown,yes
1891,34,admin.,single,secondary,no,151,yes,no,cellular,12,may,1,370,1,other,yes
1109,42,admin.,divorced,secondary,no,936,no,no,cellular,30,jan,1,-1,0,unknown,yes
9877,38,technician,single,tertiary,no,5122,yes,no,cellular,20,nov,1,184,1,failure,no
5367,27,student,single,secondary,no,3754,no,no,cellular,15,mar,3,98,1,other,no
11035,45,self-employed,single,primary,no,112,no,no,unknown,20,jun,4,-1,0,unknown,no
10772,45,management,married,tertiary,no,2220,yes,no,cellular,11,jul,2,-1,0,unknown,no
8992,34,management,married,tertiary,no,13,yes,no,cellular,21,jul,1,-1,0,unknown,no
9275,58,housemaid,married,primary,no,237,no,no,telephone,18,jul,3,-1,0,unknown,no
9323,41,blue-collar,married,secondary,no,1459,no,no,unknown,5,jun,1,-1,0,unknown,no
1303,44,technician,single,secondary,no,250,no,no,telephone,2,mar,2,-1,0,unknown,yes
2270,25,services,single,secondary,no,594,no,no,cellular,4,jun,2,-1,0,unknown,yes
1676,34,admin.,single,secondary,no,-32,no,yes,cellular,30,apr,2,-1,0,unknown,yes
9441,45,management,married,tertiary,no,904,yes,yes,unknown,20,jun,9,-1,0,unknown,no
4509,46,blue-collar,married,unknown,no,842,yes,no,telephone,8,may,1,-1,0,unknown,yes
3990,46,management,divorced,tertiary,no,624,no,no,cellular,17,sep,2,183,2,success,yes
10588,59,retired,married,primary,no,5521,yes,yes,unknown,13,may,1,-1,0,unknown,no
3482,34,unemployed,single,secondary,no,1965,no,no,telephone,4,may,1,-1,0,unknown,yes
965,54,management,divorced,tertiary,no,2171,yes,yes,telephone,18,nov,1,-1,0,unknown,yes
8301,32,management,married,tertiary,no,9214,no,yes,unknown,18,oct,1,-1,0,unknown,no
8377,46,management,single,tertiary,no,2044,no,no,telephone,4,feb,1,-1,0,unknown,no
3139,44,technician,married,tertiary,no,1818,yes,yes,cellular,3,feb,1,92,4,failure,yes
3461,76,self-employed,married,unknown,no,4984,no,no,telephone,28,apr,1,182,1,success,yes
11031,34,blue-collar,married,primary,no,218,yes,yes,unknown,21,may,1,-1,0,unknown,no
2570,27,technician,single,tertiary,no,11862,no,no,cellular,20,aug,1,87,6,failure,yes
6794,41,management,divorced,tertiary,no,1401,no,no,unknown,16,jun,4,-1,0,unknown,no
5341,61,retired,married,primary,no,296,yes,yes,unknown,3,jun,2,-1,0,unknown,no
10735,33,blue-collar,married,secondary,no,686,yes,yes,telephone,14,may,6,343,12,other,no
2357,33,technician,married,secondary,no,73,yes,no,cellular,2,jul,1,-1,0,unknown,yes
7781,51,management,married,primary,yes,57,yes,yes,unknown,8,may,1,-1,0,unknown,no
10427,49,blue-collar,married,secondary,no,141,no,no,cellular,6,aug,1,-1,0,unknown,no
6145,36,management,divorced,tertiary,no,102,yes,no,cellular,14,apr,1,-1,0,unknown,no
4103,32,services,single,secondary,no,1168,yes,no,cellular,16,nov,1,-1,0,unknown,yes
2872,54,technician,married,secondary,no,473,no,yes,cellular,2,nov,1,81,1,failure,yes
8943,59,management,single,tertiary,no,68,yes,no,unknown,28,may,2,-1,0,unknown,no
4959,31,management,single,tertiary,no,11821,no,no,cellular,18,aug,11,-1,0,unknown,yes
4088,70,retired,married,secondary,no,0,no,no,cellular,27,oct,1,92,5,success,yes
7983,34,admin.,single,secondary,no,745,yes,yes,cellular,25,aug,1,-1,0,unknown,no
8487,34,admin.,married,tertiary,no,21,no,yes,cellular,2,jun,1,92,2,failure,no
4840,30,management,single,tertiary,no,376,yes,no,cellular,21,nov,1,-1,0,unknown,yes
466,27,management,single,tertiary,no,151,yes,no,cellular,16,jul,1,-1,0,unknown,yes
6872,31,housemaid,married,primary,no,2603,yes,no,cellular,18,nov,1,-1,0,unknown,no
9609,36,admin.,single,secondary,no,206,yes,no,unknown,8,may,1,-1,0,unknown,no
5183,39,self-employed,married,tertiary,no,1047,no,no,unknown,6,jun,1,-1,0,unknown,yes
5087,46,technician,single,secondary,no,5862,no,no,cellular,1,jun,1,-1,0,unknown,yes
4481,26,student,single,tertiary,no,5169,yes,no,cellular,25,may,1,35,2,failure,yes
4344,45,blue-collar,married,secondary,no,154,yes,no,unknown,7,may,1,-1,0,unknown,yes
6373,35,blue-collar,married,secondary,no,154,yes,no,unknown,23,may,4,-1,0,unknown,no
431,31,student,married,primary,no,46,yes,no,cellular,10,jul,1,-1,0,unknown,yes
6687,44,entrepreneur,married,tertiary,no,3463,yes,yes,cellular,28,aug,3,-1,0,unknown,no
10902,38,blue-collar,single,secondary,no,-56,yes,yes,unknown,6,jun,2,-1,0,unknown,no
9119,35,services,married,secondary,no,437,yes,no,unknown,26,may,1,-1,0,unknown,no
5118,31,technician,single,tertiary,no,882,no,no,cellular,4,sep,1,93,1,success,yes
5476,34,blue-collar,married,tertiary,no,748,yes,yes,cellular,6,may,1,-1,0,unknown,no
7267,30,technician,married,tertiary,no,606,yes,no,cellular,30,apr,1,-1,0,unknown,no
4314,34,blue-collar,married,secondary,no,2495,yes,no,unknown,23,may,1,-1,0,unknown,yes
9870,29,services,single,secondary,no,887,no,no,cellular,4,feb,1,-1,0,unknown,no
5138,29,self-employed,single,tertiary,no,476,yes,no,cellular,18,may,1,-1,0,unknown,yes
8106,32,management,married,tertiary,no,71,no,no,cellular,2,feb,1,-1,0,unknown,no
2339,57,management,married,tertiary,no,10583,no,no,cellular,22,jun,3,-1,0,unknown,yes
9543,52,management,divorced,primary,no,92,no,yes,cellular,16,jul,7,-1,0,unknown,no
412,31,management,single,tertiary,no,409,no,yes,cellular,9,jul,5,-1,0,unknown,yes
1160,31,self-employed,married,tertiary,no,168,no,no,cellular,4,feb,2,-1,0,unknown,yes
10974,41,unemployed,married,primary,no,183,yes,no,cellular,29,jul,1,-1,0,unknown,no
8269,50,management,married,secondary,no,2910,no,no,telephone,29,jul,1,-1,0,unknown,no
5463,59,retired,married,secondary,no,1723,no,no,unknown,19,jun,1,-1,0,unknown,no
1454,42,blue-collar,married,primary,no,2103,yes,no,cellular,13,apr,2,-1,0,unknown,yes
2238,26,technician,single,secondary,no,1231,yes,no,cellular,3,jun,2,96,5,success,yes
9131,38,management,married,tertiary,no,0,no,no,cellular,28,aug,18,-1,0,unknown,no
3499,51,technician,married,tertiary,no,0,no,no,cellular,7,may,2,66,2,success,yes
8246,37,unemployed,single,tertiary,no,1032,no,no,telephone,4,feb,1,-1,0,unknown,no
1326,57,management,married,tertiary,no,256,no,no,cellular,6,mar,1,-1,0,unknown,yes
3772,45,technician,married,secondary,no,2776,yes,no,cellular,27,jul,2,181,1,success,yes
5760,48,admin.,married,secondary,no,1131,no,yes,cellular,8,may,1,-1,0,unknown,no
10497,30,technician,single,secondary,no,893,no,no,cellular,26,aug,3,-1,0,unknown,no
2191,40,blue-collar,married,secondary,no,1451,no,no,cellular,1,jun,1,-1,0,unknown,yes
10244,35,management,married,secondary,no,53,yes,no,cellular,18,nov,1,-1,0,unknown,no
4555,51,technician,married,secondary,no,6840,no,no,telephone,7,jul,1,-1,0,unknown,yes
9636,27,services,married,secondary,no,511,yes,no,unknown,30,jun,5,-1,0,unknown,no
2808,78,retired,married,unknown,no,4807,no,no,telephone,22,oct,4,-1,0,unknown,yes
9342,27,management,single,secondary,no,145,yes,no,cellular,5,may,4,89,3,failure,no
9642,56,admin.,single,secondary,no,1854,yes,no,telephone,7,may,1,342,2,failure,no
3747,49,management,divorced,tertiary,no,300,no,no,cellular,21,jul,1,-1,0,unknown,yes
9545,37,technician,married,secondary,no,0,yes,yes,cellular,15,jul,3,-1,0,unknown,no
3065,28,self-employed,single,tertiary,no,4579,no,no,cellular,12,jan,2,-1,0,unknown,yes
9880,54,management,divorced,tertiary,no,7010,no,no,cellular,11,mar,2,-1,0,unknown,no
460,46,entrepreneur,divorced,secondary,no,-563,no,yes,cellular,15,jul,4,-1,0,unknown,yes
8285,35,self-employed,single,primary,no,181,yes,no,unknown,15,may,8,-1,0,unknown,no
3405,30,management,single,tertiary,no,3779,no,no,cellular,13,apr,1,-1,0,unknown,yes
6457,45,blue-collar,married,secondary,no,2071,no,yes,telephone,22,jul,2,-1,0,unknown,no
10105,30,technician,single,tertiary,no,10,no,no,cellular,26,aug,8,-1,0,unknown,no
621,58,management,divorced,secondary,no,3161,no,no,telephone,30,jul,2,-1,0,unknown,yes
6035,59,blue-collar,married,secondary,yes,-918,yes,no,unknown,16,jun,2,-1,0,unknown,no
10859,43,blue-collar,married,primary,no,377,no,yes,unknown,20,jun,5,-1,0,unknown,no
5796,28,technician,single,tertiary,no,75,yes,yes,cellular,5,may,2,-1,0,unknown,no
1690,53,management,married,tertiary,no,1624,no,no,cellular,30,apr,3,84,3,success,yes
1913,40,blue-collar,married,unknown,no,87,yes,no,cellular,13,may,3,-1,0,unknown,yes
7499,34,admin.,married,secondary,no,430,yes,no,cellular,21,jul,4,-1,0,unknown,no
5734,47,management,married,tertiary,no,761,yes,no,cellular,11,jul,2,-1,0,unknown,no
10770,36,management,married,tertiary,no,928,yes,no,cellular,20,apr,1,-1,0,unknown,no
1906,46,technician,married,secondary,no,3,yes,yes,cellular,12,may,3,-1,0,unknown,yes
4414,47,housemaid,married,secondary,no,3940,yes,no,cellular,5,aug,3,97,2,failure,yes
8804,47,technician,divorced,secondary,no,157,yes,no,cellular,25,aug,8,-1,0,unknown,no
956,31,admin.,single,secondary,no,19,yes,no,cellular,18,nov,1,-1,0,unknown,yes
9126,47,management,married,tertiary,no,274,no,yes,cellular,4,feb,2,-1,0,unknown,no
11118,45,unemployed,single,secondary,no,382,yes,yes,cellular,18,may,1,-1,0,unknown,no
7334,48,blue-collar,married,primary,no,816,yes,no,cellular,31,jul,7,-1,0,unknown,no
8428,24,student,single,primary,no,0,no,no,unknown,5,jun,26,-1,0,unknown,no
3036,30,unemployed,divorced,secondary,no,7105,no,no,cellular,22,dec,2,-1,0,unknown,yes
2687,71,retired,divorced,tertiary,yes,1236,yes,no,cellular,14,sep,4,-1,0,unknown,yes
3130,77,retired,married,tertiary,no,7802,no,no,telephone,1,feb,2,-1,0,unknown,yes
349,40,blue-collar,married,secondary,no,1009,yes,yes,unknown,20,jun,5,-1,0,unknown,yes
2778,76,housemaid,divorced,primary,no,1411,no,no,telephone,19,oct,2,187,3,success,yes
2981,53,unemployed,married,primary,no,980,yes,no,cellular,3,dec,1,-1,0,unknown,yes
7129,33,management,married,tertiary,no,32,no,no,cellular,29,aug,7,-1,0,unknown,no
8518,53,entrepreneur,married,primary,no,694,yes,no,unknown,14,may,1,-1,0,unknown,no
3025,57,management,divorced,unknown,no,2986,no,no,cellular,17,dec,2,231,1,failure,yes
7547,58,management,married,tertiary,no,0,no,no,unknown,20,jun,4,-1,0,unknown,no
265,49,management,divorced,secondary,no,-46,yes,no,unknown,9,jun,10,-1,0,unknown,yes
3409,45,blue-collar,single,primary,no,116,no,no,unknown,13,apr,1,-1,0,unknown,yes
8630,57,management,married,secondary,no,39,yes,no,cellular,15,may,2,-1,0,unknown,no
1239,26,technician,single,tertiary,no,11862,no,no,cellular,13,feb,1,-1,0,unknown,yes
9712,27,blue-collar,married,primary,yes,-588,no,no,unknown,13,may,2,-1,0,unknown,no
9579,37,blue-collar,single,secondary,no,197,yes,no,unknown,16,may,3,-1,0,unknown,no
7916,52,blue-collar,married,tertiary,no,297,yes,no,unknown,7,may,1,-1,0,unknown,no
8195,29,management,married,tertiary,no,0,yes,yes,cellular,15,jul,1,-1,0,unknown,no
1941,30,student,single,tertiary,no,228,yes,no,cellular,13,may,2,-1,0,unknown,yes
8882,56,management,divorced,tertiary,no,722,no,no,cellular,19,feb,3,94,2,failure,no
645,51,unemployed,divorced,tertiary,no,0,no,no,cellular,31,jul,2,-1,0,unknown,yes
2260,29,management,married,tertiary,no,205,no,no,cellular,4,jun,1,-1,0,unknown,yes
9313,27,admin.,single,secondary,no,454,no,yes,cellular,15,jul,2,-1,0,unknown,no
8617,72,retired,divorced,primary,no,0,no,no,telephone,28,aug,1,-1,0,unknown,no
955,31,blue-collar,single,tertiary,no,761,no,no,telephone,18,nov,2,-1,0,unknown,yes
10221,40,technician,married,secondary,no,8379,no,no,unknown,12,jun,6,-1,0,unknown,no
4490,33,management,single,unknown,no,1534,yes,no,cellular,11,jul,2,-1,0,unknown,yes
2178,49,technician,married,secondary,no,1684,no,yes,cellular,1,jun,2,-1,0,unknown,yes
3736,34,technician,married,secondary,no,806,no,no,cellular,19,jul,3,458,1,success,yes
3415,75,retired,married,secondary,no,3771,no,no,telephone,15,apr,1,181,2,success,yes
6987,56,retired,divorced,secondary,no,389,yes,no,unknown,18,jun,5,-1,0,unknown,no
9850,33,admin.,single,tertiary,no,867,yes,no,cellular,14,apr,1,-1,0,unknown,no
1778,39,management,single,tertiary,no,2454,yes,no,cellular,4,may,3,263,2,failure,yes
1953,38,blue-collar,married,primary,no,4406,yes,no,telephone,13,may,2,-1,0,unknown,yes
10857,43,self-employed,married,secondary,no,5704,yes,no,cellular,6,aug,2,-1,0,unknown,no
1470,41,housemaid,married,primary,no,0,no,no,cellular,14,apr,1,-1,0,unknown,yes
2046,56,blue-collar,married,primary,no,827,yes,no,telephone,15,may,4,-1,0,unknown,yes
4085,46,technician,married,unknown,no,3308,no,no,cellular,27,oct,1,91,2,success,yes
8310,35,technician,married,tertiary,no,432,no,no,cellular,12,aug,8,-1,0,unknown,no
5816,49,management,married,tertiary,no,3237,yes,no,unknown,5,may,3,-1,0,unknown,no
2671,31,management,single,tertiary,no,12569,no,no,cellular,9,sep,1,295,1,failure,yes
9059,42,housemaid,married,primary,no,-209,no,yes,cellular,11,aug,2,-1,0,unknown,no
509,43,entrepreneur,married,secondary,no,104,yes,no,cellular,18,jul,3,-1,0,unknown,yes
3251,53,management,married,tertiary,no,597,no,no,unknown,22,feb,1,-1,0,unknown,yes
2650,31,management,single,tertiary,no,924,no,no,cellular,7,sep,1,94,3,success,yes
9750,43,admin.,married,secondary,no,315,no,no,cellular,23,jul,2,-1,0,unknown,no
10327,30,management,married,tertiary,no,5381,no,no,cellular,17,nov,1,-1,0,unknown,no
6815,54,retired,married,primary,no,0,yes,no,cellular,11,jul,2,-1,0,unknown,no
327,39,services,married,secondary,no,2843,yes,no,unknown,19,jun,1,-1,0,unknown,yes
9842,43,services,married,secondary,no,122,yes,no,cellular,5,may,2,-1,0,unknown,no
5199,28,admin.,single,secondary,no,4745,no,no,telephone,12,may,1,181,5,success,yes
1495,32,blue-collar,married,secondary,yes,-53,yes,no,cellular,16,apr,1,272,1,other,yes
8302,51,services,single,secondary,no,513,yes,no,cellular,29,jul,2,-1,0,unknown,no
4177,30,services,single,tertiary,no,1788,no,no,cellular,4,aug,1,181,2,failure,yes
4468,43,services,married,secondary,no,-236,yes,no,cellular,28,jul,7,-1,0,unknown,yes
1096,51,admin.,single,tertiary,no,394,no,no,telephone,28,jan,2,-1,0,unknown,yes
10783,30,management,single,tertiary,no,3410,yes,no,cellular,18,may,1,-1,0,unknown,no
1776,45,blue-collar,married,primary,no,803,yes,no,cellular,4,may,4,-1,0,unknown,yes
1349,58,self-employed,married,tertiary,no,5810,no,no,cellular,12,mar,1,-1,0,unknown,yes
5012,47,admin.,single,secondary,no,3696,no,no,cellular,12,jul,2,181,4,success,yes
4268,45,management,married,tertiary,no,160,no,no,cellular,30,apr,1,-1,0,unknown,yes
10962,27,self-employed,single,tertiary,no,4574,no,no,cellular,12,aug,2,-1,0,unknown,no
4763,52,services,married,secondary,no,659,no,no,cellular,27,oct,1,-1,0,unknown,yes
2686,74,retired,married,primary,no,1765,no,no,telephone,11,sep,2,-1,0,unknown,yes
10101,34,admin.,married,secondary,no,3185,yes,no,unknown,13,may,1,-1,0,unknown,no
1726,30,technician,married,secondary,no,776,no,no,cellular,30,apr,2,-1,0,unknown,yes
6294,38,management,single,tertiary,no,1704,no,no,cellular,1,sep,1,-1,0,unknown,no
8956,46,entrepreneur,married,secondary,no,122,no,no,cellular,6,feb,2,1,7,failure,no
7467,27,blue-collar,single,secondary,yes,-3,yes,no,unknown,19,may,5,-1,0,unknown,no
4089,63,entrepreneur,married,secondary,no,3904,no,no,telephone,8,nov,1,96,4,success,yes
9835,45,management,married,tertiary,no,1199,no,no,telephone,3,feb,2,-1,0,unknown,no
683,45,admin.,married,secondary,no,925,no,no,cellular,6,aug,2,-1,0,unknown,yes
2391,27,student,single,secondary,no,111,no,no,cellular,7,jul,2,-1,0,unknown,yes
1678,46,technician,married,secondary,no,0,no,no,cellular,30,apr,1,259,2,other,yes
6402,48,blue-collar,married,primary,no,-254,no,yes,cellular,29,aug,4,-1,0,unknown,no
2362,28,management,single,tertiary,no,12956,yes,no,cellular,2,jul,1,399,3,success,yes
10505,33,admin.,single,secondary,no,241,no,no,cellular,22,jul,1,-1,0,unknown,no
7158,36,unemployed,divorced,primary,no,0,no,no,telephone,4,jul,3,-1,0,unknown,no
1516,28,student,single,tertiary,no,844,no,no,cellular,16,apr,2,-1,0,unknown,yes
9923,43,technician,single,secondary,no,1195,yes,no,unknown,15,may,9,-1,0,unknown,no
6270,42,management,married,tertiary,no,-671,no,no,cellular,28,aug,2,-1,0,unknown,no
4050,47,admin.,married,secondary,no,3676,no,no,cellular,18,oct,1,95,3,success,yes
6097,63,housemaid,married,secondary,no,2,no,no,cellular,4,feb,2,93,1,success,no
7163,41,admin.,single,secondary,no,224,yes,no,cellular,12,may,8,-1,0,unknown,no
2696,56,services,married,secondary,no,654,no,no,cellular,15,sep,1,-1,0,unknown,yes
603,40,services,married,secondary,no,473,yes,no,cellular,28,jul,3,-1,0,unknown,yes
10757,40,blue-collar,single,primary,no,1780,no,yes,unknown,11,jun,1,-1,0,unknown,no
6775,35,blue-collar,married,tertiary,no,1016,yes,no,cellular,17,jul,2,-1,0,unknown,no
8470,42,technician,single,secondary,no,2036,yes,no,cellular,19,nov,2,-1,0,unknown,no
5362,38,management,divorced,tertiary,no,4335,yes,no,cellular,20,nov,1,-1,0,unknown,no
6684,39,technician,single,secondary,no,287,yes,no,cellular,14,jul,3,-1,0,unknown,no
8279,56,blue-collar,divorced,primary,yes,-1,no,no,cellular,18,jul,3,-1,0,unknown,no
7056,50,management,single,tertiary,no,297,yes,no,unknown,5,may,1,-1,0,unknown,no
6219,34,admin.,married,secondary,no,804,yes,no,cellular,23,jul,9,-1,0,unknown,no
10160,45,management,single,tertiary,no,16,no,no,cellular,31,jul,2,-1,0,unknown,no
131,44,management,divorced,tertiary,no,5773,no,no,unknown,23,may,6,-1,0,unknown,yes
2919,30,unemployed,single,secondary,no,2424,no,no,cellular,12,nov,1,279,1,failure,yes
6372,54,technician,married,secondary,no,0,no,no,telephone,14,aug,2,106,6,success,no
